,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,TotalSpend,GroupedTenure_13-24,GroupedTenure_25-36,GroupedTenure_37-60,GroupedTenure_61-72
2798,1,0,0,0,7,1,1,0.9819819386258671,-0.27793977558277794,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,0.07882975631193044,False,False,False,False
2799,0,0,1,1,17,1,0,0.887091633901929,0.2842111252778066,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,0.4983230237709127,True,False,False,False
2800,0,0,1,1,70,1,0,-1.3733051952832096,0.31510817555838216,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,-0.16757150676815663,False,False,False,True
2801,1,0,0,0,1,1,0,-0.34769032069181627,-2.005904261772744,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-1.710914309526927,False,False,False,False
2802,0,0,0,0,64,1,0,-1.3733051952832096,0.29835086231148544,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,-0.18092491429662025,False,False,False,True
2803,0,0,1,0,55,1,1,0.5565420037487152,0.9153120297605077,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0.9011982474981334,False,False,True,False
2804,1,1,0,0,51,1,1,0.5965601125984813,0.8695236235448436,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,0.8768343608877468,False,False,True,False
2805,0,0,0,0,5,1,1,0.712323871583712,-0.5033791985372852,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,-0.18248805091767556,False,False,False,False
2806,0,0,0,0,43,1,0,1.2247800451880988,1.00418980919131,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,1.1738217504149446,False,False,True,False
2807,1,1,1,0,53,1,1,1.0175173248181142,1.0853052009072142,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,1.1759232042163041,False,False,True,False
2808,1,0,1,1,63,1,0,-1.7461764705111655,0.13500643775739377,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,-0.4275892542253224,False,False,False,True
2809,1,0,0,0,27,1,0,-1.6928921615192432,-0.43044961815323524,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,-0.8617429421440235,False,True,False,False
2810,0,1,0,0,22,1,1,0.3719209474232504,0.2588698754836945,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,0.32226815385732055,True,False,False,False
2811,1,1,0,0,6,1,1,0.7113239265767034,-0.4653740494500238,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,-0.15246147457947487,False,False,False,False
2812,1,0,1,1,31,1,0,0.7924058269736887,0.6483244712146223,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,0.759838822080942,False,True,False,False
2813,1,0,1,1,64,1,0,0.6272887163740899,1.0351688322271848,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1.0180824268975242,False,False,False,True
2814,1,0,1,0,71,1,0,-1.6529967417799973,0.25650275977837445,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,-0.30154292732037724,False,False,False,True
2815,1,0,1,0,68,0,1,-0.05893520601469133,0.8395269674933565,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,0.6540437354617722,False,False,False,True
2816,0,0,1,0,1,1,1,-0.07622441337890805,-1.90403897927497,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,-1.5454421996873255,False,False,False,False
2817,1,1,0,0,64,1,1,1.0441084817959037,1.1923598371926152,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,1.2692207862459701,False,False,False,True
2818,1,0,0,0,2,1,0,0.3852666366998882,-1.3257436653645034,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,-0.939182280614299,False,False,False,False
2819,1,0,0,1,1,1,0,-0.4079027390805066,-2.0284984617949524,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-1.7476880124416267,False,False,False,False
2820,1,0,1,1,28,1,0,0.23640911959914873,0.35820549815908487,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,0.36032563007634144,False,True,False,False
2821,1,0,0,0,2,1,0,-1.700983280471229,-2.141251610588602,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,-2.2389797240786526,False,False,False,False
2822,0,1,1,1,72,1,1,0.7971705664511419,1.1824300323876449,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,1.1867477496248593,False,False,False,True
2823,1,0,0,0,28,1,1,0.829226072548606,0.5655331820559438,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,0.7050037227669147,False,True,False,False
2824,0,0,1,1,55,1,0,1.0006870624370745,1.0734527466059576,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,1.1614028163095027,False,False,True,False
2825,0,0,1,0,65,1,0,0.40210394605792726,0.9332166801117666,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,0.8686864291425751,False,False,False,True
2826,1,1,1,1,34,1,1,1.1309401660361311,0.8100177837863899,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,0.9908502090411108,False,True,False,False
2827,1,1,1,0,53,1,1,0.11778876527237976,0.7353234830098874,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,0.6247716746123456,False,False,True,False
2828,1,0,1,1,37,1,0,-1.7378708873458177,-0.22913832982130422,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,-0.7152804472602032,False,False,True,False
2829,0,0,0,1,15,1,1,0.7262625220284263,0.13180774463686953,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0.32826625287499245,True,False,False,False
2830,1,0,1,0,71,1,1,0.6585106784549738,1.117492983169409,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,1.0931027755656844,False,False,False,True
2831,1,0,0,0,7,1,0,0.480480632191755,-0.42802572778235165,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.1925128958004044,False,False,False,False
2832,1,0,1,1,67,1,1,1.1666355608789276,1.2827173907348985,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,1.3781508560738909,False,False,False,True
2833,1,0,1,0,52,1,1,0.9095262799357084,1.029230400561043,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,1.0986566418524377,False,False,True,False
2834,0,0,1,1,69,1,1,1.128586322959685,1.2794679613273783,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,1.364088358270917,False,False,False,True
2835,1,0,1,1,24,1,0,0.49074242006332297,0.3650018729817534,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,0.4428434102691274,True,False,False,False
2836,0,0,0,0,7,1,1,0.5728777200967304,-0.38423968599033814,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,-0.12960547498682454,False,False,False,False
2837,1,0,0,1,39,1,0,-1.3237311587527891,-0.04981277497010181,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,-0.44301564195004384,False,False,True,False
2838,1,0,1,0,50,1,0,-1.6768229992157198,0.019895089533441452,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,-0.4975846846757487,False,False,True,False
2839,1,0,1,0,71,1,1,0.9622070551961032,1.232015625961475,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False,1.2760895604262585,False,False,False,True
2840,0,0,1,1,13,1,0,-1.7587103815480043,-0.8787031821673207,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,-1.240310938716486,True,False,False,False
2841,0,0,0,0,1,1,0,-1.8184383204934478,-2.557789991976573,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,-2.6196707420534913,False,False,False,False
2842,1,0,0,0,29,1,1,0.8834748326348607,0.5970154188920356,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,0.746473133604772,False,True,False,False
2843,0,1,1,0,27,1,0,0.6851196004207492,0.518735271512373,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,0.6241599559182823,False,True,False,False
2844,1,0,1,1,48,1,1,-0.006566765948679598,0.60773487936709,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,0.4853193479509765,False,False,True,False
2845,1,0,1,0,6,1,1,0.8245492578163037,-0.4311785603989633,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,-0.09095501621219634,False,False,False,False
2846,1,0,1,1,59,1,0,0.5345173567594197,0.9557696941208023,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,0.9267592357396733,False,False,True,False
2847,1,1,1,0,30,1,1,1.0800140549020931,0.7256734994552761,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,0.9082969547106343,False,True,False,False
2848,0,0,0,0,32,1,0,-1.6768229992157198,-0.29612891673171354,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,-0.7495590220308808,False,True,False,False
2849,1,0,0,0,3,1,1,0.8431808465360306,-0.8750707450162537,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,-0.43979436540899114,False,False,False,False
2850,1,0,1,1,5,1,1,-0.009603604040603462,-0.8931920731720391,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,-0.7127148638234012,False,False,False,False
2851,0,0,1,1,70,1,1,0.7866706963192094,1.16663241685175,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,1.1709914049962695,False,False,False,True
2852,1,0,0,0,1,1,1,0.3755709420905742,-1.7345065986838668,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-1.2710550480674274,False,False,False,False
2853,0,0,1,1,54,1,0,0.8301599144415338,1.013357149053687,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,1.0620403706072323,False,False,True,False
2854,1,0,1,1,72,1,1,1.0864627253681045,1.2842439259631742,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,1.3551868182305864,False,False,False,True
2855,1,0,0,1,66,1,0,0.2703303770125167,0.9321397307428241,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,0.8278718679592804,False,False,False,True
2856,0,0,0,0,9,0,0,0.07346814749642684,-0.4205091013186084,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,-0.3099949914355935,False,False,False,False
2857,0,0,1,1,41,1,0,0.5717934764804533,0.7143283431428403,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,0.7457053322182104,False,False,True,False
2858,0,1,1,0,71,1,1,0.6616019890079924,1.1173322224642863,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,1.0939097288542616,False,False,False,True
2859,1,0,1,0,72,1,1,1.1620213541835418,1.3409784825429167,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,1.4231651283387434,False,False,False,True
2860,0,0,1,0,72,1,1,1.1550767974212122,1.320382648478403,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,1.404666263640894,False,False,False,True
2861,1,1,0,0,12,1,1,0.6841037411686837,-0.0034566634989561806,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,0.20769950501045803,False,False,False,False
2862,1,0,0,0,55,1,1,0.2311306922838206,0.810392187465498,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,0.7189917390144775,False,False,True,False
2863,1,0,1,0,72,1,1,1.048226536733138,1.2666698486400536,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,1.3296531112869117,False,False,False,True
2864,0,1,1,0,65,1,1,1.1293712945839267,1.243027902336612,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,1.3352998800379394,False,False,False,True
2865,0,0,1,1,6,1,1,0.6156974425451026,-0.4663359612648321,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,-0.18215122576495943,False,False,False,False
2866,0,0,0,0,4,1,1,0.3997086639889166,-0.860269442579055,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.5621327693309291,False,False,False,False
2867,1,0,0,0,62,1,0,1.019191346485656,1.1904414957434188,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,1.2601739031552834,False,False,False,True
2868,1,0,1,1,67,1,0,-1.376661389471893,0.2895174172249647,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,-0.1890077155396298,False,False,False,True
2869,1,0,0,0,8,1,1,0.8798504250503777,-0.18817206543331946,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,0.11958350534369022,False,False,False,False
2870,1,0,0,0,72,1,1,-1.656944979867047,0.24866958887108598,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,-0.3090217705284351,False,False,False,True
2871,0,1,1,0,66,0,0,-0.3495404606131745,0.6934834289742449,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,0.4491019159619461,False,False,False,True
2872,1,0,0,0,10,1,1,0.4294130389641276,-0.1711994627537296,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,-0.0031310587391096597,False,False,False,False
2873,0,1,1,0,43,1,1,1.141103165424616,0.9955669725580425,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,False,True,1.1417237587879938,False,False,True,False
2874,0,0,1,1,22,1,0,0.14856467544537819,0.20511208529522984,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,0.211655069246501,True,False,False,False
2875,1,0,0,0,12,1,1,0.6356700346375226,-0.08190448691774713,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.13050978085431283,False,False,False,False
2876,1,0,0,0,10,1,1,-0.34030955921285727,-0.558093867132647,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,-0.5458365317793724,False,False,False,False
2877,1,0,1,0,27,1,0,-0.23669545851917367,0.20497573842694877,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0.09430006198314143,False,True,False,False
2878,0,0,0,1,8,1,0,-1.7172803775282268,-1.1898306434997243,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,-1.4762329261307907,False,False,False,False
2879,0,0,1,1,12,1,0,-1.696932972681631,-0.9862504163025558,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,-1.3069116702500585,False,False,False,False
2880,1,0,0,0,71,0,0,-0.06363326936358493,0.8553729068700896,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,0.6652368631810981,False,False,False,True
2881,1,0,1,1,50,1,0,1.084047300766369,1.0606531676873776,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,1.1763600578937685,False,False,True,False
2882,0,0,1,1,70,1,1,1.1191386693066638,1.3161607540145825,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False,1.3904652378099238,False,False,False,True
2883,1,0,1,1,7,1,0,-0.3794160546209871,-0.7309585449016542,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.6958061363628599,False,False,False,False
2884,1,1,1,1,46,1,1,0.9973011965715299,0.9556700396895691,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,1.0665587562457066,False,False,True,False
2885,0,0,1,1,6,1,1,-0.22804814900118292,-0.8596796630636092,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,-0.7524545429256625,False,False,False,False
2886,0,0,0,0,6,1,1,0.7914512962535094,-0.48694008827595153,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,-0.14545125598306993,False,False,False,False
2887,0,0,1,0,47,1,0,-1.2317521104582034,0.12221895278492187,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,-0.27734964835485937,False,False,True,False
2888,1,0,1,0,36,1,1,0.8725786624845101,0.7620665971148866,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,0.8746748143604121,False,True,False,False
2889,1,0,0,0,8,1,1,0.8925026435941836,-0.21663038971767334,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,0.10071043695170627,False,False,False,False
2890,1,0,1,1,40,0,0,0.12483170589243152,0.5563191734407443,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,True,0.4843003393892117,False,False,True,False
2891,1,0,0,0,61,1,0,1.0523347750819505,1.1738102222668578,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,1.2569274890974773,False,False,False,True
2892,1,0,1,0,72,1,1,0.9500581265389059,1.2459246292129256,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,1.2835008097216527,False,False,False,True
2893,0,1,1,0,39,1,0,0.9699720978899272,0.8535914735230251,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,False,True,0.976994094099733,False,False,True,False
2894,1,0,1,0,8,1,1,-1.7587103815480043,-1.1995287491969595,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,-1.4970043071126136,False,False,False,False
2895,1,0,0,0,1,1,1,0.7885845279109212,-1.5795267486855618,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,-1.0211047052738125,False,False,False,False
2896,0,0,1,0,33,0,0,0.10361594550259873,0.43078054368662033,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,0.3778296319516006,False,True,False,False
2897,0,0,0,1,31,1,1,0.7391053829666113,0.6189029607382828,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0.7202890247128544,False,True,False,False
2898,0,0,1,0,9,1,0,0.7952662511510533,-0.1250309024285249,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,0.144378043306207,False,False,False,False
2899,0,0,1,0,70,1,0,-1.733733057816103,0.16106428918379243,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,-0.4029147823389064,False,False,False,True
2900,1,0,1,1,55,1,0,-1.7629086909840697,-0.005593351569870782,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,-0.5449128037615059,False,False,True,False
2901,1,0,0,0,4,1,0,-1.7713361169273132,-1.5493773244428255,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,-1.7817726956595898,False,False,False,False
2902,1,0,0,1,48,1,1,0.578288729788985,0.8201479384180851,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False,0.8319715699147661,False,False,True,False
2903,1,0,0,1,61,1,0,-1.742018675560297,0.05324158350120996,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,-0.49145387183969197,False,False,False,True
2904,0,1,1,0,2,1,1,0.36092435106322074,-1.2295274700370256,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.869402982424842,False,False,False,False
2905,0,0,0,0,6,1,1,-0.1653719629716863,-0.8256897375771791,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,-0.7061851940105001,False,False,False,False
2906,1,0,0,0,3,0,1,-1.0725554528608325,-1.652786928760715,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,-1.6475491167797154,False,False,False,False
2907,1,0,0,0,22,0,1,-0.4175039069278864,-0.08788188733904863,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,-0.19434213103797215,True,False,False,False
2908,0,0,0,0,33,1,1,0.6040276799606771,0.61588823657762,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,0.6770344558431147,False,True,False,False
2909,1,0,0,0,12,1,1,0.9845446233675562,0.05813700235625606,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,0.34756543853386235,False,False,False,False
2910,0,1,1,0,72,1,1,1.218829568249466,1.3482425828989906,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,1.4460785192283334,False,False,False,True
2911,0,0,1,0,58,1,1,0.25866380629153185,0.8390326644785007,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,0.7501626658853006,False,False,True,False
2912,1,0,1,0,59,1,0,0.7193072884899293,1.0287537248519734,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,1.0408020302222487,False,False,True,False
2913,1,0,1,1,34,1,0,0.5444632942972591,0.6322803526259121,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,0.6720669443663606,False,True,False,False
2914,1,0,1,1,52,1,0,-1.3666123512552484,0.11088436744834182,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,-0.32824562844465704,False,False,True,False
2915,1,0,0,0,10,1,1,-0.3495404606131745,-0.6098076376110739,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.589936981953931,False,False,False,False
2916,0,1,0,0,16,1,0,0.09934127153453351,-0.0071374120670370435,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,0.027524678420426416,True,False,False,False
2917,1,1,1,0,58,1,1,1.1301559088343243,1.1660207991158873,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,1.2741980786801193,False,False,True,False
2918,1,0,0,0,10,1,1,0.8961005680141688,0.008417014283179773,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,0.2812295466904687,False,False,False,False
2919,1,0,0,0,3,1,1,0.8028709195132385,-0.9314282285001094,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,-0.4970304250261116,False,False,False,False
2920,0,0,1,1,69,1,0,-1.7378708873458177,0.21184806272020848,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,-0.3637411134077864,False,False,False,True
2921,0,0,0,0,13,0,1,-1.0035548370870901,-0.6235727551396723,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.801608113506721,True,False,False,False
2922,0,0,1,1,25,1,1,0.7895406473092199,0.5038902305535967,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,0.6438987799922816,False,True,False,False
2923,1,1,0,0,1,1,0,-1.7172803775282268,-2.51983133065131,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,-2.556266717939946,False,False,False,False
2924,1,0,0,0,1,1,0,0.17334249288578263,-1.8103911114436513,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,-1.393733625762416,False,False,False,False
2925,1,0,0,0,68,1,1,1.0208637436777668,1.2491069667115744,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,1.3074072049338805,False,False,False,True
2926,1,0,0,0,1,1,1,0.8217370649085548,-1.567086539967606,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,-1.001071893709648,False,False,False,False
2927,1,0,0,0,8,1,0,0.9998412193912718,-0.1509461206322421,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,0.18549425982704396,False,False,False,False
2928,0,0,0,0,1,0,0,-1.3368120957174805,-2.3770638303352527,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-2.3192086429682295,False,False,False,False
2929,0,0,1,0,46,1,0,-0.09050028565859741,0.5592956294580543,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.4211830381453417,False,False,True,False
2930,1,0,0,0,45,1,1,1.046580495374741,0.9844420712933424,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,1.1043490857474156,False,False,True,False
2931,0,0,0,0,8,1,1,1.0416329173225083,-0.12943742855265958,False,True,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,0.2152558738335629,False,False,False,False
2932,1,0,0,0,5,1,1,0.8952017908510449,-0.519898441389938,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,-0.14041254711307802,False,False,False,False
2933,1,0,0,0,22,1,1,0.8652760872733882,0.47447171214829353,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,0.6433405248401092,True,False,False,False
2934,0,0,0,0,58,1,1,0.9032739609773377,1.1158335636440555,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,1.1657528776061712,False,False,True,False
2935,0,0,1,0,51,0,1,-0.20406399213534612,0.5834245853516242,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,0.40580818457989465,False,False,True,False
2936,1,0,0,0,39,0,1,-0.22804814900118292,0.3858323608083567,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,0.24105998223256603,False,False,True,False
2937,0,0,1,0,26,1,0,-1.288262260675024,-0.26766326051536693,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,-0.6057098327799699,False,True,False,False
2938,1,0,0,0,53,1,0,0.717314912347533,0.952251150325978,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.9792595703760616,False,False,True,False
2939,1,0,1,1,1,1,0,0.6050918387911727,-1.6483808261587762,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,-1.1320610584997124,False,False,False,False
2940,0,0,0,0,1,0,0,-1.0529551827856078,-2.270548927926451,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,-2.143606193370308,False,False,False,False
